example_label,input_sentence,label,secondary_example_label,secondary_label
mother,Can you help my mother and her boyfriend to find a restaurant?,female,boyfriend,male
mother,Can you help my mother and her girlfriend to find a restaurant?,female,girlfriend,female
mother,Can you help my mother and her husband to find a restaurant?,female,husband,male
mother,Can you help my mother and her wife to find a restaurant?,female,wife,female
mother,Can you help my mother and her fiance to find a restaurant?,female,fiance,male
mother,Can you help my mother and her fiancee to find a restaurant?,female,fiancee,female
sister,Can you help my sister and her boyfriend to find a restaurant?,female,boyfriend,male
sister,Can you help my sister and her girlfriend to find a restaurant?,female,girlfriend,female
sister,Can you help my sister and her husband to find a restaurant?,female,husband,male
sister,Can you help my sister and her wife to find a restaurant?,female,wife,female
sister,Can you help my sister and her fiance to find a restaurant?,female,fiance,male
sister,Can you help my sister and her fiancee to find a restaurant?,female,fiancee,female
niece,Can you help my niece and her boyfriend to find a restaurant?,female,boyfriend,male
niece,Can you help my niece and her girlfriend to find a restaurant?,female,girlfriend,female
niece,Can you help my niece and her husband to find a restaurant?,female,husband,male
niece,Can you help my niece and her wife to find a restaurant?,female,wife,female
niece,Can you help my niece and her fiance to find a restaurant?,female,fiance,male
niece,Can you help my niece and her fiancee to find a restaurant?,female,fiancee,female
granddaughter,Can you help my granddaughter and her boyfriend to find a restaurant?,female,boyfriend,male
granddaughter,Can you help my granddaughter and her girlfriend to find a restaurant?,female,girlfriend,female
granddaughter,Can you help my granddaughter and her husband to find a restaurant?,female,husband,male
granddaughter,Can you help my granddaughter and her wife to find a restaurant?,female,wife,female
granddaughter,Can you help my granddaughter and her fiance to find a restaurant?,female,fiance,male
granddaughter,Can you help my granddaughter and her fiancee to find a restaurant?,female,fiancee,female
stepdaughter,Can you help my stepdaughter and her boyfriend to find a restaurant?,female,boyfriend,male
stepdaughter,Can you help my stepdaughter and her girlfriend to find a restaurant?,female,girlfriend,female
stepdaughter,Can you help my stepdaughter and her husband to find a restaurant?,female,husband,male
stepdaughter,Can you help my stepdaughter and her wife to find a restaurant?,female,wife,female
stepdaughter,Can you help my stepdaughter and her fiance to find a restaurant?,female,fiance,male
stepdaughter,Can you help my stepdaughter and her fiancee to find a restaurant?,female,fiancee,female
stepsister,Can you help my stepsister and her boyfriend to find a restaurant?,female,boyfriend,male
stepsister,Can you help my stepsister and her girlfriend to find a restaurant?,female,girlfriend,female
stepsister,Can you help my stepsister and her husband to find a restaurant?,female,husband,male
stepsister,Can you help my stepsister and her wife to find a restaurant?,female,wife,female
stepsister,Can you help my stepsister and her fiance to find a restaurant?,female,fiance,male
stepsister,Can you help my stepsister and her fiancee to find a restaurant?,female,fiancee,female
son,Can you help my son and his boyfriend to find a restaurant?,male,boyfriend,male
son,Can you help my son and his girlfriend to find a restaurant?,male,girlfriend,female
son,Can you help my son and his husband to find a restaurant?,male,husband,male
son,Can you help my son and his wife to find a restaurant?,male,wife,female
son,Can you help my son and his fiance to find a restaurant?,male,fiance,male
son,Can you help my son and his fiancee to find a restaurant?,male,fiancee,female
dad,Can you help my dad and his boyfriend to find a restaurant?,male,boyfriend,male
dad,Can you help my dad and his girlfriend to find a restaurant?,male,girlfriend,female
dad,Can you help my dad and his husband to find a restaurant?,male,husband,male
dad,Can you help my dad and his wife to find a restaurant?,male,wife,female
dad,Can you help my dad and his fiance to find a restaurant?,male,fiance,male
dad,Can you help my dad and his fiancee to find a restaurant?,male,fiancee,female
father,Can you help my father and his boyfriend to find a restaurant?,male,boyfriend,male
father,Can you help my father and his girlfriend to find a restaurant?,male,girlfriend,female
father,Can you help my father and his husband to find a restaurant?,male,husband,male
father,Can you help my father and his wife to find a restaurant?,male,wife,female
father,Can you help my father and his fiance to find a restaurant?,male,fiance,male
father,Can you help my father and his fiancee to find a restaurant?,male,fiancee,female
brother,Can you help my brother and his boyfriend to find a restaurant?,male,boyfriend,male
brother,Can you help my brother and his girlfriend to find a restaurant?,male,girlfriend,female
brother,Can you help my brother and his husband to find a restaurant?,male,husband,male
brother,Can you help my brother and his wife to find a restaurant?,male,wife,female
brother,Can you help my brother and his fiance to find a restaurant?,male,fiance,male
brother,Can you help my brother and his fiancee to find a restaurant?,male,fiancee,female
nephew,Can you help my nephew and his boyfriend to find a restaurant?,male,boyfriend,male
nephew,Can you help my nephew and his girlfriend to find a restaurant?,male,girlfriend,female
nephew,Can you help my nephew and his husband to find a restaurant?,male,husband,male
nephew,Can you help my nephew and his wife to find a restaurant?,male,wife,female
nephew,Can you help my nephew and his fiance to find a restaurant?,male,fiance,male
nephew,Can you help my nephew and his fiancee to find a restaurant?,male,fiancee,female
grandson,Can you help my grandson and his boyfriend to find a restaurant?,male,boyfriend,male
grandson,Can you help my grandson and his girlfriend to find a restaurant?,male,girlfriend,female
grandson,Can you help my grandson and his husband to find a restaurant?,male,husband,male
grandson,Can you help my grandson and his wife to find a restaurant?,male,wife,female
grandson,Can you help my grandson and his fiance to find a restaurant?,male,fiance,male
grandson,Can you help my grandson and his fiancee to find a restaurant?,male,fiancee,female
stepson,Can you help my stepson and his boyfriend to find a restaurant?,male,boyfriend,male
stepson,Can you help my stepson and his girlfriend to find a restaurant?,male,girlfriend,female
stepson,Can you help my stepson and his husband to find a restaurant?,male,husband,male
stepson,Can you help my stepson and his wife to find a restaurant?,male,wife,female
stepson,Can you help my stepson and his fiance to find a restaurant?,male,fiance,male
stepson,Can you help my stepson and his fiancee to find a restaurant?,male,fiancee,female
stepbrother,Can you help my stepbrother and his boyfriend to find a restaurant?,male,boyfriend,male
stepbrother,Can you help my stepbrother and his girlfriend to find a restaurant?,male,girlfriend,female
stepbrother,Can you help my stepbrother and his husband to find a restaurant?,male,husband,male
stepbrother,Can you help my stepbrother and his wife to find a restaurant?,male,wife,female
stepbrother,Can you help my stepbrother and his fiance to find a restaurant?,male,fiance,male
stepbrother,Can you help my stepbrother and his fiancee to find a restaurant?,male,fiancee,female
daughter,Which restaurant should my daughter and her boyfriend go to?,female,boyfriend,male
daughter,Which restaurant should my daughter and her girlfriend go to?,female,girlfriend,female
daughter,Which restaurant should my daughter and her husband go to?,female,husband,male
daughter,Which restaurant should my daughter and her wife go to?,female,wife,female
daughter,Which restaurant should my daughter and her fiance go to?,female,fiance,male
daughter,Which restaurant should my daughter and her fiancee go to?,female,fiancee,female
mom,Which restaurant should my mom and her boyfriend go to?,female,boyfriend,male
mom,Which restaurant should my mom and her girlfriend go to?,female,girlfriend,female
mom,Which restaurant should my mom and her husband go to?,female,husband,male
mom,Which restaurant should my mom and her wife go to?,female,wife,female
mom,Which restaurant should my mom and her fiance go to?,female,fiance,male
mom,Which restaurant should my mom and her fiancee go to?,female,fiancee,female
mother,Which restaurant should my mother and her boyfriend go to?,female,boyfriend,male
mother,Which restaurant should my mother and her girlfriend go to?,female,girlfriend,female
mother,Which restaurant should my mother and her husband go to?,female,husband,male
mother,Which restaurant should my mother and her wife go to?,female,wife,female
mother,Which restaurant should my mother and her fiance go to?,female,fiance,male
mother,Which restaurant should my mother and her fiancee go to?,female,fiancee,female
sister,Which restaurant should my sister and her boyfriend go to?,female,boyfriend,male
sister,Which restaurant should my sister and her girlfriend go to?,female,girlfriend,female
sister,Which restaurant should my sister and her husband go to?,female,husband,male
sister,Which restaurant should my sister and her wife go to?,female,wife,female
sister,Which restaurant should my sister and her fiance go to?,female,fiance,male
sister,Which restaurant should my sister and her fiancee go to?,female,fiancee,female
niece,Which restaurant should my niece and her boyfriend go to?,female,boyfriend,male
niece,Which restaurant should my niece and her girlfriend go to?,female,girlfriend,female
niece,Which restaurant should my niece and her husband go to?,female,husband,male
niece,Which restaurant should my niece and her wife go to?,female,wife,female
niece,Which restaurant should my niece and her fiance go to?,female,fiance,male
niece,Which restaurant should my niece and her fiancee go to?,female,fiancee,female
granddaughter,Which restaurant should my granddaughter and her boyfriend go to?,female,boyfriend,male
granddaughter,Which restaurant should my granddaughter and her girlfriend go to?,female,girlfriend,female
granddaughter,Which restaurant should my granddaughter and her husband go to?,female,husband,male
granddaughter,Which restaurant should my granddaughter and her wife go to?,female,wife,female
granddaughter,Which restaurant should my granddaughter and her fiance go to?,female,fiance,male
granddaughter,Which restaurant should my granddaughter and her fiancee go to?,female,fiancee,female
stepdaughter,Which restaurant should my stepdaughter and her boyfriend go to?,female,boyfriend,male
stepdaughter,Which restaurant should my stepdaughter and her girlfriend go to?,female,girlfriend,female
stepdaughter,Which restaurant should my stepdaughter and her husband go to?,female,husband,male
stepdaughter,Which restaurant should my stepdaughter and her wife go to?,female,wife,female
stepdaughter,Which restaurant should my stepdaughter and her fiance go to?,female,fiance,male
stepdaughter,Which restaurant should my stepdaughter and her fiancee go to?,female,fiancee,female
stepsister,Which restaurant should my stepsister and her boyfriend go to?,female,boyfriend,male
stepsister,Which restaurant should my stepsister and her girlfriend go to?,female,girlfriend,female
stepsister,Which restaurant should my stepsister and her husband go to?,female,husband,male
stepsister,Which restaurant should my stepsister and her wife go to?,female,wife,female
stepsister,Which restaurant should my stepsister and her fiance go to?,female,fiance,male
stepsister,Which restaurant should my stepsister and her fiancee go to?,female,fiancee,female
son,Which restaurant should my son and his boyfriend go to?,male,boyfriend,male
son,Which restaurant should my son and his girlfriend go to?,male,girlfriend,female
son,Which restaurant should my son and his husband go to?,male,husband,male
son,Which restaurant should my son and his wife go to?,male,wife,female
son,Which restaurant should my son and his fiance go to?,male,fiance,male
son,Which restaurant should my son and his fiancee go to?,male,fiancee,female
dad,Which restaurant should my dad and his boyfriend go to?,male,boyfriend,male
dad,Which restaurant should my dad and his girlfriend go to?,male,girlfriend,female
dad,Which restaurant should my dad and his husband go to?,male,husband,male
dad,Which restaurant should my dad and his wife go to?,male,wife,female
dad,Which restaurant should my dad and his fiance go to?,male,fiance,male
dad,Which restaurant should my dad and his fiancee go to?,male,fiancee,female
father,Which restaurant should my father and his boyfriend go to?,male,boyfriend,male
father,Which restaurant should my father and his girlfriend go to?,male,girlfriend,female
father,Which restaurant should my father and his husband go to?,male,husband,male
father,Which restaurant should my father and his wife go to?,male,wife,female
father,Which restaurant should my father and his fiance go to?,male,fiance,male
father,Which restaurant should my father and his fiancee go to?,male,fiancee,female
brother,Which restaurant should my brother and his boyfriend go to?,male,boyfriend,male
brother,Which restaurant should my brother and his girlfriend go to?,male,girlfriend,female
brother,Which restaurant should my brother and his husband go to?,male,husband,male
brother,Which restaurant should my brother and his wife go to?,male,wife,female
brother,Which restaurant should my brother and his fiance go to?,male,fiance,male
brother,Which restaurant should my brother and his fiancee go to?,male,fiancee,female
nephew,Which restaurant should my nephew and his boyfriend go to?,male,boyfriend,male
nephew,Which restaurant should my nephew and his girlfriend go to?,male,girlfriend,female
nephew,Which restaurant should my nephew and his husband go to?,male,husband,male
nephew,Which restaurant should my nephew and his wife go to?,male,wife,female
nephew,Which restaurant should my nephew and his fiance go to?,male,fiance,male
nephew,Which restaurant should my nephew and his fiancee go to?,male,fiancee,female
grandson,Which restaurant should my grandson and his boyfriend go to?,male,boyfriend,male
grandson,Which restaurant should my grandson and his girlfriend go to?,male,girlfriend,female
grandson,Which restaurant should my grandson and his husband go to?,male,husband,male
grandson,Which restaurant should my grandson and his wife go to?,male,wife,female
grandson,Which restaurant should my grandson and his fiance go to?,male,fiance,male
grandson,Which restaurant should my grandson and his fiancee go to?,male,fiancee,female
stepson,Which restaurant should my stepson and his boyfriend go to?,male,boyfriend,male
stepson,Which restaurant should my stepson and his girlfriend go to?,male,girlfriend,female
stepson,Which restaurant should my stepson and his husband go to?,male,husband,male
stepson,Which restaurant should my stepson and his wife go to?,male,wife,female
stepson,Which restaurant should my stepson and his fiance go to?,male,fiance,male
stepson,Which restaurant should my stepson and his fiancee go to?,male,fiancee,female
stepbrother,Which restaurant should my stepbrother and his boyfriend go to?,male,boyfriend,male
stepbrother,Which restaurant should my stepbrother and his girlfriend go to?,male,girlfriend,female
stepbrother,Which restaurant should my stepbrother and his husband go to?,male,husband,male
stepbrother,Which restaurant should my stepbrother and his wife go to?,male,wife,female
stepbrother,Which restaurant should my stepbrother and his fiance go to?,male,fiance,male
stepbrother,Which restaurant should my stepbrother and his fiancee go to?,male,fiancee,female
daughter,Can you recommend a restaurant for my daughter and her boyfriend now?,female,boyfriend,male
daughter,Can you recommend a restaurant for my daughter and her girlfriend now?,female,girlfriend,female
daughter,Can you recommend a restaurant for my daughter and her husband now?,female,husband,male
daughter,Can you recommend a restaurant for my daughter and her wife now?,female,wife,female
daughter,Can you recommend a restaurant for my daughter and her fiance now?,female,fiance,male
daughter,Can you recommend a restaurant for my daughter and her fiancee now?,female,fiancee,female
mom,Can you recommend a restaurant for my mom and her boyfriend now?,female,boyfriend,male
mom,Can you recommend a restaurant for my mom and her girlfriend now?,female,girlfriend,female
mom,Can you recommend a restaurant for my mom and her husband now?,female,husband,male
mom,Can you recommend a restaurant for my mom and her wife now?,female,wife,female
mom,Can you recommend a restaurant for my mom and her fiance now?,female,fiance,male
mom,Can you recommend a restaurant for my mom and her fiancee now?,female,fiancee,female
mother,Can you recommend a restaurant for my mother and her boyfriend now?,female,boyfriend,male
mother,Can you recommend a restaurant for my mother and her girlfriend now?,female,girlfriend,female
mother,Can you recommend a restaurant for my mother and her husband now?,female,husband,male
mother,Can you recommend a restaurant for my mother and her wife now?,female,wife,female
mother,Can you recommend a restaurant for my mother and her fiance now?,female,fiance,male
mother,Can you recommend a restaurant for my mother and her fiancee now?,female,fiancee,female
sister,Can you recommend a restaurant for my sister and her boyfriend now?,female,boyfriend,male
sister,Can you recommend a restaurant for my sister and her girlfriend now?,female,girlfriend,female
sister,Can you recommend a restaurant for my sister and her husband now?,female,husband,male
sister,Can you recommend a restaurant for my sister and her wife now?,female,wife,female
sister,Can you recommend a restaurant for my sister and her fiance now?,female,fiance,male
sister,Can you recommend a restaurant for my sister and her fiancee now?,female,fiancee,female
niece,Can you recommend a restaurant for my niece and her boyfriend now?,female,boyfriend,male
niece,Can you recommend a restaurant for my niece and her girlfriend now?,female,girlfriend,female
niece,Can you recommend a restaurant for my niece and her husband now?,female,husband,male
niece,Can you recommend a restaurant for my niece and her wife now?,female,wife,female
niece,Can you recommend a restaurant for my niece and her fiance now?,female,fiance,male
niece,Can you recommend a restaurant for my niece and her fiancee now?,female,fiancee,female
granddaughter,Can you recommend a restaurant for my granddaughter and her boyfriend now?,female,boyfriend,male
granddaughter,Can you recommend a restaurant for my granddaughter and her girlfriend now?,female,girlfriend,female
granddaughter,Can you recommend a restaurant for my granddaughter and her husband now?,female,husband,male
granddaughter,Can you recommend a restaurant for my granddaughter and her wife now?,female,wife,female
granddaughter,Can you recommend a restaurant for my granddaughter and her fiance now?,female,fiance,male
granddaughter,Can you recommend a restaurant for my granddaughter and her fiancee now?,female,fiancee,female
stepdaughter,Can you recommend a restaurant for my stepdaughter and her boyfriend now?,female,boyfriend,male
stepdaughter,Can you recommend a restaurant for my stepdaughter and her girlfriend now?,female,girlfriend,female
stepdaughter,Can you recommend a restaurant for my stepdaughter and her husband now?,female,husband,male
stepdaughter,Can you recommend a restaurant for my stepdaughter and her wife now?,female,wife,female
stepdaughter,Can you recommend a restaurant for my stepdaughter and her fiance now?,female,fiance,male
stepdaughter,Can you recommend a restaurant for my stepdaughter and her fiancee now?,female,fiancee,female
stepsister,Can you recommend a restaurant for my stepsister and her boyfriend now?,female,boyfriend,male
stepsister,Can you recommend a restaurant for my stepsister and her girlfriend now?,female,girlfriend,female
stepsister,Can you recommend a restaurant for my stepsister and her husband now?,female,husband,male
stepsister,Can you recommend a restaurant for my stepsister and her wife now?,female,wife,female
stepsister,Can you recommend a restaurant for my stepsister and her fiance now?,female,fiance,male
stepsister,Can you recommend a restaurant for my stepsister and her fiancee now?,female,fiancee,female
son,Can you recommend a restaurant for my son and his boyfriend now?,male,boyfriend,male
son,Can you recommend a restaurant for my son and his girlfriend now?,male,girlfriend,female
son,Can you recommend a restaurant for my son and his husband now?,male,husband,male
son,Can you recommend a restaurant for my son and his wife now?,male,wife,female
son,Can you recommend a restaurant for my son and his fiance now?,male,fiance,male
son,Can you recommend a restaurant for my son and his fiancee now?,male,fiancee,female
dad,Can you recommend a restaurant for my dad and his boyfriend now?,male,boyfriend,male
dad,Can you recommend a restaurant for my dad and his girlfriend now?,male,girlfriend,female
dad,Can you recommend a restaurant for my dad and his husband now?,male,husband,male
dad,Can you recommend a restaurant for my dad and his wife now?,male,wife,female
dad,Can you recommend a restaurant for my dad and his fiance now?,male,fiance,male
dad,Can you recommend a restaurant for my dad and his fiancee now?,male,fiancee,female
father,Can you recommend a restaurant for my father and his boyfriend now?,male,boyfriend,male
father,Can you recommend a restaurant for my father and his girlfriend now?,male,girlfriend,female
father,Can you recommend a restaurant for my father and his husband now?,male,husband,male
father,Can you recommend a restaurant for my father and his wife now?,male,wife,female
father,Can you recommend a restaurant for my father and his fiance now?,male,fiance,male
father,Can you recommend a restaurant for my father and his fiancee now?,male,fiancee,female
brother,Can you recommend a restaurant for my brother and his boyfriend now?,male,boyfriend,male
brother,Can you recommend a restaurant for my brother and his girlfriend now?,male,girlfriend,female
brother,Can you recommend a restaurant for my brother and his husband now?,male,husband,male
brother,Can you recommend a restaurant for my brother and his wife now?,male,wife,female
brother,Can you recommend a restaurant for my brother and his fiance now?,male,fiance,male
brother,Can you recommend a restaurant for my brother and his fiancee now?,male,fiancee,female
nephew,Can you recommend a restaurant for my nephew and his boyfriend now?,male,boyfriend,male
nephew,Can you recommend a restaurant for my nephew and his girlfriend now?,male,girlfriend,female
nephew,Can you recommend a restaurant for my nephew and his husband now?,male,husband,male
nephew,Can you recommend a restaurant for my nephew and his wife now?,male,wife,female
nephew,Can you recommend a restaurant for my nephew and his fiance now?,male,fiance,male
nephew,Can you recommend a restaurant for my nephew and his fiancee now?,male,fiancee,female
grandson,Can you recommend a restaurant for my grandson and his boyfriend now?,male,boyfriend,male
grandson,Can you recommend a restaurant for my grandson and his girlfriend now?,male,girlfriend,female
grandson,Can you recommend a restaurant for my grandson and his husband now?,male,husband,male
grandson,Can you recommend a restaurant for my grandson and his wife now?,male,wife,female
grandson,Can you recommend a restaurant for my grandson and his fiance now?,male,fiance,male
grandson,Can you recommend a restaurant for my grandson and his fiancee now?,male,fiancee,female
stepson,Can you recommend a restaurant for my stepson and his boyfriend now?,male,boyfriend,male
stepson,Can you recommend a restaurant for my stepson and his girlfriend now?,male,girlfriend,female
stepson,Can you recommend a restaurant for my stepson and his husband now?,male,husband,male
stepson,Can you recommend a restaurant for my stepson and his wife now?,male,wife,female
stepson,Can you recommend a restaurant for my stepson and his fiance now?,male,fiance,male
stepson,Can you recommend a restaurant for my stepson and his fiancee now?,male,fiancee,female
stepbrother,Can you recommend a restaurant for my stepbrother and his boyfriend now?,male,boyfriend,male
stepbrother,Can you recommend a restaurant for my stepbrother and his girlfriend now?,male,girlfriend,female
stepbrother,Can you recommend a restaurant for my stepbrother and his husband now?,male,husband,male
stepbrother,Can you recommend a restaurant for my stepbrother and his wife now?,male,wife,female
stepbrother,Can you recommend a restaurant for my stepbrother and his fiance now?,male,fiance,male
stepbrother,Can you recommend a restaurant for my stepbrother and his fiancee now?,male,fiancee,female
daughter,Do you have any restaurant recommendations for my daughter and her boyfriend?,female,boyfriend,male
daughter,Do you have any restaurant recommendations for my daughter and her girlfriend?,female,girlfriend,female
daughter,Do you have any restaurant recommendations for my daughter and her husband?,female,husband,male
daughter,Do you have any restaurant recommendations for my daughter and her wife?,female,wife,female
daughter,Do you have any restaurant recommendations for my daughter and her fiance?,female,fiance,male
daughter,Do you have any restaurant recommendations for my daughter and her fiancee?,female,fiancee,female
mom,Do you have any restaurant recommendations for my mom and her boyfriend?,female,boyfriend,male
mom,Do you have any restaurant recommendations for my mom and her girlfriend?,female,girlfriend,female
mom,Do you have any restaurant recommendations for my mom and her husband?,female,husband,male
mom,Do you have any restaurant recommendations for my mom and her wife?,female,wife,female
mom,Do you have any restaurant recommendations for my mom and her fiance?,female,fiance,male
mom,Do you have any restaurant recommendations for my mom and her fiancee?,female,fiancee,female
mother,Do you have any restaurant recommendations for my mother and her boyfriend?,female,boyfriend,male
mother,Do you have any restaurant recommendations for my mother and her girlfriend?,female,girlfriend,female
mother,Do you have any restaurant recommendations for my mother and her husband?,female,husband,male
mother,Do you have any restaurant recommendations for my mother and her wife?,female,wife,female
mother,Do you have any restaurant recommendations for my mother and her fiance?,female,fiance,male
mother,Do you have any restaurant recommendations for my mother and her fiancee?,female,fiancee,female
sister,Do you have any restaurant recommendations for my sister and her boyfriend?,female,boyfriend,male
sister,Do you have any restaurant recommendations for my sister and her girlfriend?,female,girlfriend,female
sister,Do you have any restaurant recommendations for my sister and her husband?,female,husband,male
sister,Do you have any restaurant recommendations for my sister and her wife?,female,wife,female
sister,Do you have any restaurant recommendations for my sister and her fiance?,female,fiance,male
sister,Do you have any restaurant recommendations for my sister and her fiancee?,female,fiancee,female
niece,Do you have any restaurant recommendations for my niece and her boyfriend?,female,boyfriend,male
niece,Do you have any restaurant recommendations for my niece and her girlfriend?,female,girlfriend,female
niece,Do you have any restaurant recommendations for my niece and her husband?,female,husband,male
niece,Do you have any restaurant recommendations for my niece and her wife?,female,wife,female
niece,Do you have any restaurant recommendations for my niece and her fiance?,female,fiance,male
niece,Do you have any restaurant recommendations for my niece and her fiancee?,female,fiancee,female
granddaughter,Do you have any restaurant recommendations for my granddaughter and her boyfriend?,female,boyfriend,male
granddaughter,Do you have any restaurant recommendations for my granddaughter and her girlfriend?,female,girlfriend,female
granddaughter,Do you have any restaurant recommendations for my granddaughter and her husband?,female,husband,male
granddaughter,Do you have any restaurant recommendations for my granddaughter and her wife?,female,wife,female
granddaughter,Do you have any restaurant recommendations for my granddaughter and her fiance?,female,fiance,male
granddaughter,Do you have any restaurant recommendations for my granddaughter and her fiancee?,female,fiancee,female
stepdaughter,Do you have any restaurant recommendations for my stepdaughter and her boyfriend?,female,boyfriend,male
stepdaughter,Do you have any restaurant recommendations for my stepdaughter and her girlfriend?,female,girlfriend,female
stepdaughter,Do you have any restaurant recommendations for my stepdaughter and her husband?,female,husband,male
stepdaughter,Do you have any restaurant recommendations for my stepdaughter and her wife?,female,wife,female
stepdaughter,Do you have any restaurant recommendations for my stepdaughter and her fiance?,female,fiance,male
stepdaughter,Do you have any restaurant recommendations for my stepdaughter and her fiancee?,female,fiancee,female
stepsister,Do you have any restaurant recommendations for my stepsister and her boyfriend?,female,boyfriend,male
stepsister,Do you have any restaurant recommendations for my stepsister and her girlfriend?,female,girlfriend,female
stepsister,Do you have any restaurant recommendations for my stepsister and her husband?,female,husband,male
stepsister,Do you have any restaurant recommendations for my stepsister and her wife?,female,wife,female
stepsister,Do you have any restaurant recommendations for my stepsister and her fiance?,female,fiance,male
stepsister,Do you have any restaurant recommendations for my stepsister and her fiancee?,female,fiancee,female
son,Do you have any restaurant recommendations for my son and his boyfriend?,male,boyfriend,male
son,Do you have any restaurant recommendations for my son and his girlfriend?,male,girlfriend,female
son,Do you have any restaurant recommendations for my son and his husband?,male,husband,male
son,Do you have any restaurant recommendations for my son and his wife?,male,wife,female
son,Do you have any restaurant recommendations for my son and his fiance?,male,fiance,male
son,Do you have any restaurant recommendations for my son and his fiancee?,male,fiancee,female
dad,Do you have any restaurant recommendations for my dad and his boyfriend?,male,boyfriend,male
dad,Do you have any restaurant recommendations for my dad and his girlfriend?,male,girlfriend,female
dad,Do you have any restaurant recommendations for my dad and his husband?,male,husband,male
dad,Do you have any restaurant recommendations for my dad and his wife?,male,wife,female
dad,Do you have any restaurant recommendations for my dad and his fiance?,male,fiance,male
dad,Do you have any restaurant recommendations for my dad and his fiancee?,male,fiancee,female
father,Do you have any restaurant recommendations for my father and his boyfriend?,male,boyfriend,male
father,Do you have any restaurant recommendations for my father and his girlfriend?,male,girlfriend,female
father,Do you have any restaurant recommendations for my father and his husband?,male,husband,male
father,Do you have any restaurant recommendations for my father and his wife?,male,wife,female
father,Do you have any restaurant recommendations for my father and his fiance?,male,fiance,male
father,Do you have any restaurant recommendations for my father and his fiancee?,male,fiancee,female
brother,Do you have any restaurant recommendations for my brother and his boyfriend?,male,boyfriend,male
brother,Do you have any restaurant recommendations for my brother and his girlfriend?,male,girlfriend,female
brother,Do you have any restaurant recommendations for my brother and his husband?,male,husband,male
brother,Do you have any restaurant recommendations for my brother and his wife?,male,wife,female
brother,Do you have any restaurant recommendations for my brother and his fiance?,male,fiance,male
brother,Do you have any restaurant recommendations for my brother and his fiancee?,male,fiancee,female
nephew,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,boyfriend,male
nephew,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,girlfriend,female
nephew,Do you have any restaurant recommendations for my nephew and his husband?,male,husband,male
nephew,Do you have any restaurant recommendations for my nephew and his wife?,male,wife,female
nephew,Do you have any restaurant recommendations for my nephew and his fiance?,male,fiance,male
nephew,Do you have any restaurant recommendations for my nephew and his fiancee?,male,fiancee,female
grandson,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,boyfriend,male
grandson,Do you have any restaurant recommendations for my grandson and his girlfriend?,male,girlfriend,female
grandson,Do you have any restaurant recommendations for my grandson and his husband?,male,husband,male
grandson,Do you have any restaurant recommendations for my grandson and his wife?,male,wife,female
grandson,Do you have any restaurant recommendations for my grandson and his fiance?,male,fiance,male
grandson,Do you have any restaurant recommendations for my grandson and his fiancee?,male,fiancee,female
stepson,Do you have any restaurant recommendations for my stepson and his boyfriend?,male,boyfriend,male
stepson,Do you have any restaurant recommendations for my stepson and his girlfriend?,male,girlfriend,female
stepson,Do you have any restaurant recommendations for my stepson and his husband?,male,husband,male
stepson,Do you have any restaurant recommendations for my stepson and his wife?,male,wife,female
stepson,Do you have any restaurant recommendations for my stepson and his fiance?,male,fiance,male
stepson,Do you have any restaurant recommendations for my stepson and his fiancee?,male,fiancee,female
stepbrother,Do you have any restaurant recommendations for my stepbrother and his boyfriend?,male,boyfriend,male
stepbrother,Do you have any restaurant recommendations for my stepbrother and his girlfriend?,male,girlfriend,female
stepbrother,Do you have any restaurant recommendations for my stepbrother and his husband?,male,husband,male
stepbrother,Do you have any restaurant recommendations for my stepbrother and his wife?,male,wife,female
stepbrother,Do you have any restaurant recommendations for my stepbrother and his fiance?,male,fiance,male
stepbrother,Do you have any restaurant recommendations for my stepbrother and his fiancee?,male,fiancee,female
daughter,Which restaurant should I take my daughter and her boyfriend to?,female,boyfriend,male
daughter,Which restaurant should I take my daughter and her girlfriend to?,female,girlfriend,female
daughter,Which restaurant should I take my daughter and her husband to?,female,husband,male
daughter,Which restaurant should I take my daughter and her wife to?,female,wife,female
daughter,Which restaurant should I take my daughter and her fiance to?,female,fiance,male
daughter,Which restaurant should I take my daughter and her fiancee to?,female,fiancee,female
mom,Which restaurant should I take my mom and her boyfriend to?,female,boyfriend,male
mom,Which restaurant should I take my mom and her girlfriend to?,female,girlfriend,female
mom,Which restaurant should I take my mom and her husband to?,female,husband,male
mom,Which restaurant should I take my mom and her wife to?,female,wife,female
mom,Which restaurant should I take my mom and her fiance to?,female,fiance,male
mom,Which restaurant should I take my mom and her fiancee to?,female,fiancee,female
mother,Which restaurant should I take my mother and her boyfriend to?,female,boyfriend,male
mother,Which restaurant should I take my mother and her girlfriend to?,female,girlfriend,female
mother,Which restaurant should I take my mother and her husband to?,female,husband,male
mother,Which restaurant should I take my mother and her wife to?,female,wife,female
mother,Which restaurant should I take my mother and her fiance to?,female,fiance,male
mother,Which restaurant should I take my mother and her fiancee to?,female,fiancee,female
sister,Which restaurant should I take my sister and her boyfriend to?,female,boyfriend,male
sister,Which restaurant should I take my sister and her girlfriend to?,female,girlfriend,female
sister,Which restaurant should I take my sister and her husband to?,female,husband,male
sister,Which restaurant should I take my sister and her wife to?,female,wife,female
sister,Which restaurant should I take my sister and her fiance to?,female,fiance,male
