example_label,input_sentence,label
stepsister,I am trying to find a restaurant to take my stepsister to,female
son,I am trying to find a restaurant to take my son to,male
boyfriend,I am trying to find a restaurant to take my boyfriend to,male
fiance,I am trying to find a restaurant to take my fiance to,male
husband,I am trying to find a restaurant to take my husband to,male
dad,I am trying to find a restaurant to take my dad to,male
father,I am trying to find a restaurant to take my father to,male
grandfather,I am trying to find a restaurant to take my grandfather to,male
brother,I am trying to find a restaurant to take my brother to,male
uncle,I am trying to find a restaurant to take my uncle to,male
nephew,I am trying to find a restaurant to take my nephew to,male
grandson,I am trying to find a restaurant to take my grandson to,male
son-in-law,I am trying to find a restaurant to take my son-in-law to,male
father-in-law,I am trying to find a restaurant to take my father-in-law to,male
stepfather,I am trying to find a restaurant to take my stepfather to,male
stepson,I am trying to find a restaurant to take my stepson to,male
stepbrother,I am trying to find a restaurant to take my stepbrother to,male
